contract_version,run_id,run_kind,method,relative_path,score_status,score_failure_code,anomaly_score,threshold,threshold_source_path,calibration_sample_count,calibration_rank,predicted_class,is_anomalous,decision_reason,score_margin
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0000.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0001.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0002.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0003.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0004.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0005.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0006.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0007.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0008.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0009.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0010.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0011.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0012.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0013.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0014.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0015.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0016.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0017.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0018.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0019.png,ok,,9.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,1.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0020.png,ok,,0.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0021.png,ok,,1.0,8.0,synthetic/calibration/0018.png,20,19,normal,false,score_at_or_below_threshold,-7.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0022.png,ok,,10.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,2.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0023.png,ok,,11.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,3.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0024.png,ok,,12.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,4.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0025.png,ok,,13.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,5.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0026.png,ok,,14.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,6.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0027.png,ok,,15.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,7.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0028.png,ok,,16.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,8.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0029.png,ok,,17.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,9.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0030.png,ok,,18.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,10.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0031.png,ok,,19.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,11.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0032.png,ok,,20.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,12.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0033.png,ok,,21.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,13.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0034.png,ok,,22.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,14.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0035.png,ok,,23.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,15.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0036.png,ok,,24.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,16.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0037.png,ok,,25.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,17.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0038.png,ok,,26.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,18.0
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0039.png,ok,,27.0,8.0,synthetic/calibration/0018.png,20,19,anomalous,true,score_above_threshold,19.0
