contract_version,run_id,run_kind,method,pass_index,relative_path,duration_ns,score_status,score_failure_code
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0000.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0001.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0002.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0003.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0004.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0005.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0006.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0007.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0008.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0009.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0010.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0011.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0012.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0013.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0014.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0015.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0016.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0017.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0018.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0019.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0020.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0021.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0022.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0023.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0024.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0025.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0026.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0027.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0028.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0029.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0030.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0031.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0032.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0033.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0034.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0035.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0036.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0037.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0038.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,1,synthetic/final/0039.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0000.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0001.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0002.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0003.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0004.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0005.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0006.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0007.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0008.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0009.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0010.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0011.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0012.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0013.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0014.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0015.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0016.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0017.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0018.png,70000000,ok,
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,2,synthetic/final/0019.png,70000000,ok,
