contract_version,run_id,run_kind,method,relative_path,true_class
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0000.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0001.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0002.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0003.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0004.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0005.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0006.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0007.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0008.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0009.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0010.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0011.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0012.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0013.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0014.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0015.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0016.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0017.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0018.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0019.png,normal
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0020.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0021.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0022.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0023.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0024.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0025.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0026.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0027.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0028.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0029.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0030.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0031.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0032.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0033.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0034.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0035.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0036.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0037.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0038.png,anomaly
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,patch_hog_one_class_svm,synthetic/final/0039.png,anomaly
