contract_version,run_id,run_kind,method,partition,relative_path,score_status,score_failure_code,anomaly_score,diagnostics_json
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,ecc_residual,calibration,synthetic/calibration/0000.png,ok,,0.01,"{""correlation"":1.0,""effective_pixel_count"":262144,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":1.0,""rotation_degrees"":0.0,""top_pixel_count"":2622,""translation_x_pixels"":0.0,""translation_y_pixels"":0.0,""warp_matrix"":[[1.0,0.0,0.0],[0.0,1.0,0.0]]}"
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,ecc_residual,calibration,synthetic/calibration/0001.png,ok,,0.02,"{""correlation"":1.0,""effective_pixel_count"":262144,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":1.0,""rotation_degrees"":0.0,""top_pixel_count"":2622,""translation_x_pixels"":0.0,""translation_y_pixels"":0.0,""warp_matrix"":[[1.0,0.0,0.0],[0.0,1.0,0.0]]}"
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,ecc_residual,calibration,synthetic/calibration/0002.png,ok,,0.03,"{""correlation"":1.0,""effective_pixel_count"":262144,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":1.0,""rotation_degrees"":0.0,""top_pixel_count"":2622,""translation_x_pixels"":0.0,""translation_y_pixels"":0.0,""warp_matrix"":[[1.0,0.0,0.0],[0.0,1.0,0.0]]}"
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,ecc_residual,calibration,synthetic/calibration/0003.png,ok,,0.04,"{""correlation"":1.0,""effective_pixel_count"":262144,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":1.0,""rotation_degrees"":0.0,""top_pixel_count"":2622,""translation_x_pixels"":0.0,""translation_y_pixels"":0.0,""warp_matrix"":[[1.0,0.0,0.0],[0.0,1.0,0.0]]}"
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,ecc_residual,calibration,synthetic/calibration/0004.png,ok,,0.05,"{""correlation"":1.0,""effective_pixel_count"":262144,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":1.0,""rotation_degrees"":0.0,""top_pixel_count"":2622,""translation_x_pixels"":0.0,""translation_y_pixels"":0.0,""warp_matrix"":[[1.0,0.0,0.0],[0.0,1.0,0.0]]}"
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,ecc_residual,calibration,synthetic/calibration/0005.png,ok,,0.06,"{""correlation"":1.0,""effective_pixel_count"":262144,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":1.0,""rotation_degrees"":0.0,""top_pixel_count"":2622,""translation_x_pixels"":0.0,""translation_y_pixels"":0.0,""warp_matrix"":[[1.0,0.0,0.0],[0.0,1.0,0.0]]}"
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,ecc_residual,calibration,synthetic/calibration/0006.png,ok,,0.07,"{""correlation"":1.0,""effective_pixel_count"":262144,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":1.0,""rotation_degrees"":0.0,""top_pixel_count"":2622,""translation_x_pixels"":0.0,""translation_y_pixels"":0.0,""warp_matrix"":[[1.0,0.0,0.0],[0.0,1.0,0.0]]}"
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,ecc_residual,calibration,synthetic/calibration/0007.png,ok,,0.08,"{""correlation"":1.0,""effective_pixel_count"":262144,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":1.0,""rotation_degrees"":0.0,""top_pixel_count"":2622,""translation_x_pixels"":0.0,""translation_y_pixels"":0.0,""warp_matrix"":[[1.0,0.0,0.0],[0.0,1.0,0.0]]}"
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,ecc_residual,calibration,synthetic/calibration/0008.png,ok,,0.09,"{""correlation"":1.0,""effective_pixel_count"":262144,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":1.0,""rotation_degrees"":0.0,""top_pixel_count"":2622,""translation_x_pixels"":0.0,""translation_y_pixels"":0.0,""warp_matrix"":[[1.0,0.0,0.0],[0.0,1.0,0.0]]}"
evaluation-artifacts/v0.1,synthetic-e2e,synthetic,ecc_residual,calibration,synthetic/calibration/0009.png,ok,,0.1,"{""correlation"":1.0,""effective_pixel_count"":262144,""effective_support_fraction"":1.0,""registration_status"":""ok"",""registration_valid_fraction"":1.0,""rotation_degrees"":0.0,""top_pixel_count"":2622,""translation_x_pixels"":0.0,""translation_y_pixels"":0.0,""warp_matrix"":[[1.0,0.0,0.0],[0.0,1.0,0.0]]}"
