contract_version,run_id,run_kind,method,relative_path,true_class
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/000.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/001.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/002.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/003.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/004.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/005.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/006.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/007.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/008.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/009.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/010.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/011.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/012.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/013.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/014.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/015.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/016.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/017.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/018.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/019.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/020.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/021.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/022.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/023.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/024.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/025.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/026.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/027.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/028.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/029.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/030.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/031.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/032.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/033.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/034.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/035.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/036.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/037.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/038.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/039.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/040.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/041.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/042.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/043.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/044.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/045.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/046.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/047.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/048.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/049.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/050.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/051.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/052.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/053.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/054.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/055.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/056.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/057.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/058.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/059.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/060.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/061.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/062.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/063.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/064.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/065.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/066.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/067.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/068.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/069.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/070.JPG,anomaly
evaluation-artifacts/v0.1,visa-pcb1-v0-1-final,final_test,ecc_residual,pcb1/Data/Images/Anomaly/071.JPG,anomaly
