contract_version,run_id,run_kind,method,asset_id,score_status,score_failure_code,anomaly_score,threshold,predicted_class,is_anomalous,decision_reason,score_margin
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000000,ok,,0.11261155113281675,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.03699114787608403
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000001,ok,,0.12391719081816299,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.025685508190737782
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000002,ok,,0.11928220567551885,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.030320493333381923
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000003,ok,,0.09732945867599611,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.05227324033290466
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000004,ok,,0.12125910127036295,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.028343597738537826
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000005,ok,,0.14094862361075813,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.008654075398142641
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000006,ok,,0.12676167259635795,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.02284102641254282
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000007,ok,,0.10752930400465004,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.04207339500425074
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000008,ok,,0.12402928942383667,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.0255734095850641
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000009,ok,,0.14323226761841196,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.006370431390488818
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000010,ok,,0.11528156173641467,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.034321137272486105
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000011,ok,,0.09269120910876279,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.05691148990013799
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000012,ok,,0.12178805427872304,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.027814644730177737
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000013,ok,,0.10888614946330583,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.04071654954559495
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000014,ok,,0.11568967330147469,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.03391302570742609
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000015,ok,,0.0891320413627998,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.060470657646100975
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000016,ok,,0.15620923099303194,0.14960269900890077,anomalous,true,score_strictly_greater_than_threshold,0.006606531984131164
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000017,ok,,0.10962087444063966,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.03998182456826112
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000018,ok,,0.11381995868148258,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.0357827403274182
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000019,ok,,0.09113922165903714,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.05846347734986364
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000020,ok,,0.09946746048597233,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.05013523852292845
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000021,ok,,0.09989211430904336,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.04971058469985741
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000022,ok,,0.11962637948414652,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.029976319524754255
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000023,ok,,0.11375046625218747,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.0358522327567133
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000024,ok,,0.1400912274441238,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.009511471564776969
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000025,ok,,0.11718306112254646,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.03241963788635431
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000026,ok,,0.14786001711726426,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.0017426818916365105
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000027,ok,,0.1359017328715443,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.013700966137356468
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000028,ok,,0.0900997793352278,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.05950291967367298
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000029,ok,,0.09873902517913107,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.05086367382976971
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000030,ok,,0.0922592031258611,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.05734349588303968
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000031,ok,,0.09675013812770213,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.05285256088119865
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000032,ok,,0.12087775226820242,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.02872494674069835
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000033,ok,,0.11494016815350117,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.03466253085539961
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000034,ok,,0.13776993996526898,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.011832759043631791
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000035,ok,,0.1250562153173575,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.024546483691543275
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000036,ok,,0.10738006011666351,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.04222263889223726
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000037,ok,,0.1339191294307855,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.015683569578115286
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000038,ok,,0.0924896904194869,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.05711300858941387
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000039,ok,,0.09099278674535315,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.05860991226354763
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000040,ok,,0.12007565778699734,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.02952704122190343
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000041,ok,,0.09550886870322145,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.054093830305679325
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000042,ok,,0.13021297595861359,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.01938972305028719
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000043,ok,,0.12253682380181224,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.02706587520708853
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000044,ok,,0.08887361161240172,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.06072908739649906
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000045,ok,,0.14503556243063667,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.004567136578264103
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000046,ok,,0.12492913599210291,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.024673563016797864
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000047,ok,,0.11882662960393149,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.030776069404969283
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000048,ok,,0.1132417773046746,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.03636092170422617
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000049,ok,,0.11853225970032048,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.03107043930858029
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000050,ok,,0.15142294480134325,0.14960269900890077,anomalous,true,score_strictly_greater_than_threshold,0.0018202457924424709
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000051,ok,,0.15489181083606166,0.14960269900890077,anomalous,true,score_strictly_greater_than_threshold,0.005289111827160881
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000052,ok,,0.1072970153933101,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.04230568361559067
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000053,ok,,0.11622832774550373,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.03337437126339704
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000054,ok,,0.11139848843582888,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.0382042105730719
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000055,ok,,0.09804077698715763,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.051561922021743145
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000056,ok,,0.1464521806981636,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.003150518310737177
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000057,ok,,0.1101207621329049,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.03948193687599587
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000058,ok,,0.12094021626261021,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.02866248274629056
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000059,ok,,0.0964061727522702,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.05319652625663057
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000060,ok,,0.09017106356488247,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.059431635444018305
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000061,ok,,0.08923561740774294,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.060367081601157835
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000062,ok,,0.16431387355890362,0.14960269900890077,anomalous,true,score_strictly_greater_than_threshold,0.014711174550002842
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000063,ok,,0.10870690428489482,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.04089579472400595
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000064,ok,,0.14622509257922126,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.0033776064296795194
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000065,ok,,0.12189157270279309,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.027711126306107683
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000066,ok,,0.13420691622404649,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.01539578278485429
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000067,ok,,0.11177377084044408,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.03782892816845669
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000068,ok,,0.11440480542894275,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.03519789357995802
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000069,ok,,0.10280356879720758,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.0467991302116932
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000070,ok,,0.10881299450734021,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.04078970450156057
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,patch_hog_ocsvm,asset-000071,ok,,0.10736431990908535,0.14960269900890077,normal,false,score_not_greater_than_threshold,-0.042238379099815426
