contract_version,run_id,run_kind,method,source_path,score_status,score_failure_code,anomaly_score
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0000.JPG,ok,,0.26702235637837823
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0001.JPG,ok,,0.27290299556831493
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0002.JPG,ok,,0.2967106198396864
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0003.JPG,ok,,0.6178433068442445
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0004.JPG,ok,,0.21186816543969425
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0005.JPG,ok,,0.28694132296722147
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0006.JPG,ok,,0.23136588349498274
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0007.JPG,ok,,0.6181086774113812
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0008.JPG,ok,,0.6100025241133533
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0009.JPG,ok,,0.3274642670074025
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0010.JPG,ok,,0.3563362123594002
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0012.JPG,ok,,0.21143667584733117
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0014.JPG,ok,,0.6185297855847999
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0015.JPG,ok,,0.619086767148368
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0017.JPG,ok,,0.6146229443922324
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0018.JPG,ok,,0.29201461877123713
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0019.JPG,ok,,0.2450287087557185
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0020.JPG,ok,,0.22549029001455267
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0021.JPG,ok,,0.3381008206287751
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0022.JPG,ok,,0.2670246807394651
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0023.JPG,ok,,0.24016352028660634
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0025.JPG,ok,,0.6172403975629606
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0028.JPG,ok,,0.1946107665836584
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0029.JPG,ok,,0.24108972690905198
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0030.JPG,ok,,0.6197874271919959
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,pcb2/Data/Images/Normal/0031.JPG,ok,,0.2793681111565586
