contract_version,run_id,run_kind,method,asset_id,score_status,score_failure_code,anomaly_score,threshold,predicted_class,is_anomalous,decision_reason,score_margin
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000000,ok,,0.6240494560340286,0.6219927985456926,anomalous,true,score_strictly_greater_than_threshold,0.0020566574883360556
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000001,ok,,0.23297002690879604,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.3890227716368965
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000002,ok,,0.6061900222603279,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.01580277628536464
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000003,ok,,0.3328985337691131,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.28909426477657946
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000004,ok,,0.6078993814152505,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.014093417130442099
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000005,ok,,0.6145103429943197,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.007482455551372835
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000006,ok,,0.3102429059801725,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.31174989256552005
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000007,ok,,0.5993915378292904,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.022601260716402116
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000008,ok,,0.6045174650250608,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.017475333520631797
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000009,ok,,0.6146960495644984,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.0072967489811941455
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000010,ok,,0.6168852563397291,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.0051075422059634334
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000011,ok,,0.23828158352193954,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.38371121502375305
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000012,ok,,0.26271062368833564,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.3592821748573569
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000013,ok,,0.6106555877858576,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.01133721075983496
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000014,ok,,0.6200170921876964,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.0019757063579961542
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000015,ok,,0.27038906092403103,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.3516037376216615
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000016,ok,,0.5386210387302033,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.08337175981548928
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000017,ok,,0.3239536495651374,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.29803914898055517
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000018,ok,,0.3192906742546126,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.30270212429107995
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000019,ok,,0.3384999075016392,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.28349289104405334
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000020,ok,,0.2700579300900049,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.35193486845568767
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000021,ok,,0.3067438953284976,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.31524890321719495
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000022,ok,,0.41113854647185943,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.21085425207383313
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000023,ok,,0.30980088147432994,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.3121919170713626
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000024,ok,,0.49415874930069414,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.12783404924499842
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000025,ok,,0.31188161970447686,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.3101111788412157
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000026,ok,,0.3033986966844341,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.31859410186125847
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000027,ok,,0.25617211927593003,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.3658206792697625
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000028,ok,,0.34329174350654285,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.2787010550391497
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000029,ok,,0.3897244510039486,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.23226834754174397
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000030,ok,,0.5849740955648542,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.037018702980838314
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000031,ok,,0.257355878348089,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.3646369201976036
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000032,ok,,0.3604909811467561,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.26150181739893646
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000033,ok,,0.584304997639314,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.03768780090637858
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000034,ok,,0.6017448538717841,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.020247944673908447
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000035,ok,,0.608170051086804,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.013822747458888562
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000036,ok,,0.36712721962214523,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.25486557892354733
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000037,ok,,0.35942875240713595,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.2625640461385566
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000038,ok,,0.2540741543666723,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.36791864417902026
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000039,ok,,0.3192063522303613,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.30278644631533125
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000040,ok,,0.2980483840789473,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.32394441446674527
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000041,ok,,0.5887416269960283,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.03325117154966428
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000042,ok,,0.3228013039515491,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.29919149459414346
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000043,ok,,0.5080831520165069,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.11390964652918567
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000044,ok,,0.29802243144213275,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.3239703671035598
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000045,ok,,0.36411768674598965,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.2578751117997029
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000046,ok,,0.6224118165074521,0.6219927985456926,anomalous,true,score_strictly_greater_than_threshold,0.0004190179617595824
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000047,ok,,0.3458564659917818,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.27613633255391073
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000048,ok,,0.307186988649992,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.31480580989570056
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000049,ok,,0.6148028918459446,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.00718990669974795
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000050,ok,,0.5452873171988122,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.07670548134688038
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000051,ok,,0.43628226092344596,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.1857105376222466
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000052,ok,,0.612774029763942,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.009218768781750541
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000053,ok,,0.4094417102226225,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.21255108832307007
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000054,ok,,0.36731153012328005,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.2546812684224125
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000055,ok,,0.2576468606789907,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.3643459378667019
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000056,ok,,0.5329467133536727,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.08904608519201984
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000057,ok,,0.2628009099057455,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.35919188863994705
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000058,ok,,0.6208939465037882,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.0010988520419044079
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000059,ok,,0.6110263220117061,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.010966476533986413
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000060,ok,,0.592613411301802,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.029379387243890553
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000061,ok,,0.60583298090641,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.016159817639282537
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000062,ok,,0.23496013121992781,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.38703266732576475
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000063,ok,,0.6172485181299443,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.004744280415748259
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000064,ok,,0.670264444019221,0.6219927985456926,anomalous,true,score_strictly_greater_than_threshold,0.04827164547352847
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000065,ok,,0.30491294364302207,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.3170798549026705
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000066,ok,,0.34050638797665445,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.2814864105690381
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000067,ok,,0.3740782147723947,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.24791458377329784
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000068,ok,,0.32377355318783707,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.2982192453578555
evaluation-artifacts/v0.2,visa-pcb2-v0-2-final,final_test,ecc_residual,asset-000069,ok,,0.6176271779124747,0.6219927985456926,normal,false,score_not_greater_than_threshold,-0.0043656206332178815
